size	miss_ratio_lru	miss_ratio_lip	miss_ratio_rnd	miss_ratio_fif	cpi_lru		cpi_lip		cpi_rnd		cpi_fifo
256	41.383		45.723		44.054		42.623		142.333		157.260		151.518		146.598
512	33.496		35.778		36.487		35.160		115.205		123.053		125.492		120.930
1024	26.551		25.593		27.382		28.648		91.320		88.025		94.178		98.530
2048	15.292		16.649		16.776		16.969		52.595		57.262		57.699		58.363
4096	9.839		11.539		11.618		10.985		33.840		39.686		39.957		37.781
8192	8.627		9.483		9.661		9.249		29.671		32.616		33.228		31.812
16384	8.096		8.380		8.726		8.380		27.844		28.823		30.012		28.823
32768	7.898		8.096		8.197		7.976		27.163		27.844		28.194		27.434
65536	7.603		7.717		7.806		7.732		26.149		26.542		26.848		26.595
