size	miss_ratio_lru	miss_ratio_lip	miss_ratio_rnd	miss_ratio_fif	cpi_lru		cpi_lip		cpi_rnd		cpi_fifo
256	9.980		10.897		10.881		10.626		23.671		25.844		25.807		25.202
512	8.332		8.813		8.964		8.845		19.762		20.904		21.260		20.979
1024	6.880		6.686		7.053		7.402		16.318		15.857		16.728		17.556
2048	4.533		4.818		4.884		4.922		10.752		11.427		11.585		11.674
4096	3.396		3.756		3.693		3.655		8.056		8.910		8.758		8.668
8192	3.151		3.328		3.382		3.289		7.474		7.893		8.022		7.801
16384	3.043		3.097		3.096		3.107		7.218		7.347		7.344		7.369
32768	2.942		2.980		2.874		2.960		6.979		7.067		6.816		7.020
65536	2.255		2.282		2.540		2.289		5.349		5.412		6.024		5.428
