size	miss_ratio_lru	miss_ratio_lip	miss_ratio_rnd	miss_ratio_fif	cpi_lru		cpi_lip		cpi_rnd		cpi_fifo
256	40.420		44.732		43.560		41.672		137.672		152.360		148.368		141.939
512	32.938		35.201		35.380		34.623		112.189		119.899		120.506		117.927
1024	26.587		25.349		27.441		28.440		90.556		86.339		93.467		96.869
2048	15.645		17.032		16.756		17.327		53.287		58.011		57.072		59.018
4096	9.672		11.281		11.472		10.798		32.944		38.425		39.073		36.778
8192	8.410		9.220		9.501		9.032		28.644		31.405		32.362		30.765
16384	7.892		8.161		8.561		8.168		26.881		27.796		29.160		27.821
32768	7.660		7.863		7.929		7.736		26.091		26.781		27.005		26.348
65536	7.389		7.472		7.587		7.516		25.167		25.450		25.841		25.600
