size	miss_ratio_lru	miss_ratio_lip	miss_ratio_rnd	miss_ratio_fif	cpi_lru		cpi_lip		cpi_rnd		cpi_fifo
256	39.145		43.038		41.215		40.636		136.104		149.641		143.301		141.288
512	32.150		35.259		34.680		33.930		111.784		122.593		120.579		117.970
1024	26.324		24.545		26.698		27.805		91.526		85.340		92.826		96.676
2048	14.962		16.387		16.138		16.538		52.022		56.976		56.109		57.502
4096	9.470		11.465		11.152		10.582		32.928		39.862		38.774		36.794
8192	8.285		9.121		9.373		8.918		28.806		31.713		32.588		31.007
16384	7.794		8.072		8.444		8.060		27.098		28.067		29.359		28.025
32768	7.586		7.772		7.911		7.662		26.376		27.022		27.506		26.640
65536	7.320		7.415		7.549		7.442		25.450		25.781		26.249		25.875
