size       miss_ratio_lru  miss_ratio_lip  miss_ratio_rnd  miss_ratio_fif  miss_ratio_b16  miss_ratio32    miss_ratio64    cpi_lru         cpi_lip         cpi_rnd         cpi_fifo        cpi_b16         cpi_b32         cp_bi64        
256        1.26400         1.02600         1.28300         1.60400         1.06800         1.04600         1.03300         0.92400         0.75000         0.93800         1.17200         0.78100         0.76500         0.75500        
512        0.14500         0.15400         0.15800         0.15800         0.15300         0.15300         0.15400         0.10600         0.11300         0.11500         0.11500         0.11200         0.11200         0.11200        
1024       0.10500         0.09700         0.10600         0.11300         0.09600         0.09600         0.09700         0.07600         0.07100         0.07700         0.08200         0.07000         0.07000         0.07100        
2048       0.05200         0.05900         0.06200         0.06000         0.05500         0.05700         0.05800         0.03800         0.04300         0.04500         0.04400         0.04000         0.04200         0.04200        
4096       0.03100         0.03200         0.03600         0.03500         0.03200         0.03200         0.03200         0.02300         0.02400         0.02600         0.02600         0.02300         0.02400         0.02400        
8192       0.02200         0.02400         0.02700         0.02300         0.02400         0.02400         0.02400         0.01600         0.01700         0.01900         0.01700         0.01700         0.01700         0.01700        
16384      0.01900         0.01900         0.02200         0.01900         0.01900         0.01900         0.01900         0.01400         0.01400         0.01600         0.01400         0.01400         0.01400         0.01400        
32768      0.01900         0.01900         0.02000         0.01900         0.01900         0.01900         0.01900         0.01400         0.01400         0.01400         0.01400         0.01400         0.01400         0.01400        
65536      0.01900         0.01900         0.01900         0.01900         0.01900         0.01900         0.01900         0.01400         0.01400         0.01400         0.01400         0.01400         0.01400         0.01400        
