size       miss_ratio_lru  miss_ratio_lip  miss_ratio_rnd  miss_ratio_fif  miss_ratio_b16  miss_ratio32    miss_ratio64    cpi_lru         cpi_lip         cpi_rnd         cpi_fifo        cpi_b16         cpi_b32         cp_bi64        
256        18.78400        27.19900        21.62900        20.45000        24.94300        25.96800        26.75700        84.27400        122.03000       97.04200        91.74900        111.90800       116.50400       120.04600      
512        9.80300         13.67500        10.12600        10.53100        12.68400        13.12300        13.48400        43.98100        61.35300        45.43200        47.24700        56.90800        58.87700        60.49500       
1024       2.71700         2.82200         2.89000         3.00100         2.79200         2.80200         2.80800         12.18900        12.66000        12.96800        13.46400        12.52500        12.57100        12.59600       
2048       0.77500         0.80400         0.87800         0.86200         0.78800         0.78900         0.79000         3.47700         3.60500         3.94000         3.86600         3.53700         3.54000         3.54600        
4096       0.50600         0.50900         0.57900         0.54400         0.49600         0.49600         0.49500         2.26900         2.28400         2.59800         2.44100         2.22500         2.22400         2.22200        
8192       0.43300         0.45000         0.47800         0.45100         0.43900         0.43900         0.44000         1.94200         2.01900         2.14400         2.02500         1.96800         1.97000         1.97300        
16384      0.41800         0.44200         0.43900         0.42300         0.43000         0.43100         0.43200         1.87300         1.98200         1.97100         1.89900         1.92900         1.93200         1.93800        
32768      0.41500         0.43600         0.42200         0.41800         0.42300         0.42400         0.42700         1.86400         1.95500         1.89500         1.87500         1.90000         1.90400         1.91400        
65536      0.41500         0.41500         0.41700         0.41600         0.41500         0.41500         0.41500         1.86100         1.86300         1.87000         1.86600         1.86300         1.86300         1.86300        
