size       miss_ratio_lru  miss_ratio_lip  miss_ratio_rnd  miss_ratio_fif  miss_ratio_b16  miss_ratio32    miss_ratio64    cpi_lru         cpi_lip         cpi_rnd         cpi_fifo        cpi_b16         cpi_b32         cp_bi64        
256        69.16200        76.37500        73.06900        71.06700        73.99800        74.47700        74.87300        285.20200       314.94400       301.31400       293.05700       305.14300       307.12000       308.75100      
512        63.81500        69.38200        67.48900        65.23700        68.18000        68.60400        68.76700        263.15100       286.10800       278.30300       269.01600       281.15100       282.90100       283.57200      
1024       59.20900        63.52500        61.47100        59.27100        63.73500        63.54800        63.08400        244.16000       261.95800       253.48500       244.41500       262.82300       262.05000       260.13900      
2048       54.53900        53.82400        55.80600        54.56400        54.93200        54.20100        53.62200        224.90200       221.95300       230.12500       225.00400       226.52000       223.50800       221.11800      
4096       44.97000        40.15200        43.99900        45.08500        40.71900        40.46400        40.30000        185.44300       165.57400       181.43800       185.91500       167.91000       166.86000       166.18200      
8192       19.11500        16.19000        20.78700        21.07800        16.29100        16.17100        16.08900        78.82500        66.76100        85.71800        86.91700        67.17900        66.68400        66.34500       
16384      1.47400         2.32300         2.54800         2.36100         1.43100         1.44100         1.47200         6.07700         9.57800         10.50900        9.73400         5.90200         5.94100         6.07100        
32768      0.00700         0.42000         0.01000         0.01100         0.00700         0.00800         0.01100         0.02700         1.73300         0.04300         0.04500         0.03100         0.03400         0.04500        
65536      0.00100         0.00200         0.00200         0.00100         0.00200         0.00200         0.00200         0.00600         0.00700         0.00800         0.00600         0.00700         0.00700         0.00700        
