size       miss_ratio_lru  miss_ratio_lip  miss_ratio_rnd  miss_ratio_fif  miss_ratio_b16  miss_ratio32    miss_ratio64    cpi_lru         cpi_lip         cpi_rnd         cpi_fifo        cpi_b16         cpi_b32         cp_bi64        
256        28.61800        34.42200        29.52100        29.38400        33.51200        34.03400        34.32800        82.20500        98.87700        84.79800        84.40700        96.26400        97.76400        98.60700       
512        27.24700        29.87400        27.97500        27.69100        29.58000        29.69900        29.77100        78.26600        85.81300        80.35700        79.54300        84.96900        85.31100        85.51800       
1024       25.50200        25.97000        25.24600        25.79500        25.80600        25.78400        25.85000        73.25500        74.60000        72.51900        74.09600        74.12900        74.06400        74.25500       
2048       21.48400        19.68900        21.10000        22.21000        19.17900        19.20500        19.39500        61.71400        56.55800        60.60900        63.79900        55.09200        55.16600        55.71300       
4096       16.97500        15.74900        14.82900        17.53000        13.93900        14.40100        15.07900        48.76200        45.24000        42.59500        50.35600        40.03900        41.36800        43.31400       
8192       7.67100         10.71500        6.16200         8.01700         7.63600         8.50800         9.66000         22.03400        30.78000        17.70100        23.03000        21.93400        24.44100        27.74800       
16384      1.65400         3.33500         2.15800         2.14100         2.13900         2.41000         2.86000         4.75200         9.58100         6.19900         6.15100         6.14400         6.92300         8.21600        
32768      0.80500         0.90700         0.94900         0.94700         0.82200         0.83500         0.86500         2.31300         2.60500         2.72600         2.71900         2.36200         2.40000         2.48500        
65536      0.02700         0.03000         0.03600         0.03500         0.02700         0.02700         0.02900         0.07700         0.08500         0.10300         0.10100         0.07800         0.07900         0.08200        
