size       miss_ratio_lru  miss_ratio_lip  miss_ratio_rnd  miss_ratio_fif  miss_ratio_b16  miss_ratio32    miss_ratio64    cpi_lru         cpi_lip         cpi_rnd         cpi_fifo        cpi_b16         cpi_b32         cp_bi64        
256        69.13500        76.34700        73.04300        71.03800        73.98200        74.45700        74.84800        284.95200       314.67800       301.05800       292.79700       304.92900       306.88400       308.49900      
512        63.78500        69.36400        67.46400        65.20700        68.16400        68.58500        68.75200        262.90000       285.89500       278.06600       268.76200       280.94700       282.68300       283.37200      
1024       59.17700        63.48600        61.44400        59.24100        63.70700        63.51600        63.04300        243.90800       261.66700       253.25300       244.17200       262.57800       261.79100       259.84200      
2048       54.50300        53.79300        55.76700        54.52900        54.89600        54.17600        53.58500        224.64500       221.71600       229.85300       224.75200       226.26300       223.29500       220.85700      
4096       44.94100        40.12300        43.97700        45.06500        40.68500        40.42700        40.28100        185.23100       165.37500       181.25900       185.74500       167.68900       166.62600       166.02600      
8192       19.11600        16.19700        20.81800        21.09100        16.29500        16.17600        16.09200        78.79000        66.76000        85.80600        86.93200        67.16200        66.67000        66.32600       
16384      1.48400         2.31500         2.55000         2.37000         1.44900         1.45600         1.48700         6.11800         9.54200         10.51100        9.76900         5.97200         6.00100         6.13000        
32768      0.02100         0.18900         0.03000         0.02500         0.02200         0.02300         0.02400         0.08500         0.78000         0.12400         0.10300         0.09100         0.09600         0.09900        
65536      0.01500         0.01700         0.01900         0.01500         0.01700         0.01700         0.01700         0.06300         0.06900         0.07800         0.06300         0.06900         0.06900         0.06900        
