size       miss_ratio_lru  miss_ratio_lip  miss_ratio_rnd  miss_ratio_fif  miss_ratio_b16  miss_ratio32    miss_ratio64    cpi_lru         cpi_lip         cpi_rnd         cpi_fifo        cpi_b16         cpi_b32         cp_bi64        
256        18.72100        22.29200        24.51600        19.65200        22.97400        23.46800        23.84200        26.50200        31.55700        34.70500        27.81900        32.52200        33.22200        33.75200       
512        17.31300        18.70200        15.92400        17.54400        19.45600        19.56800        19.65400        24.50900        26.47500        22.54200        24.83600        27.54200        27.70100        27.82300       
1024       3.76300         3.89100         4.21400         4.60500         3.67900         3.64400         3.61600         5.32700         5.50800         5.96500         6.52000         5.20800         5.15800         5.11900        
2048       1.15300         1.18900         1.59000         1.61100         1.16100         1.17600         1.18100         1.63200         1.68400         2.25100         2.28100         1.64300         1.66500         1.67200        
4096       0.99700         1.04800         1.14600         1.18000         1.01200         1.02000         1.02800         1.41100         1.48300         1.62300         1.67000         1.43300         1.44400         1.45500        
8192       0.76900         0.77100         0.64800         0.85900         0.75600         0.75700         0.75700         1.08900         1.09200         0.91700         1.21600         1.07000         1.07100         1.07100        
16384      0.35400         0.36200         0.37800         0.36400         0.36100         0.36200         0.36200         0.50100         0.51200         0.53500         0.51500         0.51200         0.51200         0.51200        
32768      0.34500         0.35200         0.35400         0.34700         0.35100         0.35100         0.35200         0.48800         0.49800         0.50100         0.49100         0.49700         0.49700         0.49800        
65536      0.33100         0.33700         0.33600         0.33300         0.33700         0.33600         0.33700         0.46800         0.47700         0.47600         0.47200         0.47600         0.47600         0.47700        
