size       miss_ratio_lru  miss_ratio_lip  miss_ratio_rnd  miss_ratio_fif  miss_ratio_b16  miss_ratio32    miss_ratio64    cpi_lru         cpi_lip         cpi_rnd         cpi_fifo        cpi_b16         cpi_b32         cp_bi64        
256        24.92200        33.73600        26.44700        25.29900        29.13900        30.16400        31.72900        104.19900       141.05400       110.57600       105.77600       121.83200       126.11700       132.66000      
512        23.24500        25.20400        24.44400        23.56300        22.90800        22.69500        22.70300        97.18800        105.38000       102.20100       98.51700        95.77900        94.89100        94.92300       
1024       21.22400        19.07600        21.64100        21.62100        19.11100        19.13100        19.24800        88.73700        79.76000        90.48000        90.39900        79.90600        79.98700        80.47900       
2048       17.42800        16.33200        18.04600        18.07300        16.26900        16.28400        16.32800        72.87000        68.28500        75.45000        75.56400        68.02000        68.08300        68.26700       
4096       11.71300        11.64000        12.39300        12.48800        11.60900        11.62400        11.64200        48.97300        48.66600        51.81500        52.21500        48.53900        48.60200        48.67400       
8192       2.45600         2.53100         2.75100         2.71000         2.50300         2.51600         2.52700         10.26800        10.58200        11.50200        11.33000        10.46600        10.51800        10.56700       
16384      0.07000         0.07900         0.08200         0.09500         0.07700         0.07800         0.07900         0.29400         0.33100         0.34300         0.39900         0.32300         0.32700         0.33000        
32768      0.00100         0.00100         0.00100         0.00100         0.00100         0.00100         0.00100         0.00400         0.00400         0.00400         0.00400         0.00400         0.00400         0.00400        
65536      0.00100         0.00100         0.00100         0.00100         0.00100         0.00100         0.00100         0.00400         0.00400         0.00400         0.00400         0.00400         0.00400         0.00400        
