size       miss_ratio_lru  miss_ratio_lip  miss_ratio_rnd  miss_ratio_fif  miss_ratio_b16  miss_ratio32    miss_ratio64    cpi_lru         cpi_lip         cpi_rnd         cpi_fifo        cpi_b16         cpi_b32         cp_bi64        
256        69.96900        78.11900        72.70100        72.11200        76.82200        77.43900        77.86900        289.18500       322.86900       300.47500       298.04200       317.50800       320.05800       321.83800      
512        64.32800        71.94300        67.77500        65.60700        70.30000        70.87900        71.25500        265.87200       297.34500       280.11800       271.15800       290.55300       292.94500       294.50100      
1024       59.81100        65.26400        62.07800        60.16100        64.85200        65.00000        64.86700        247.20300       269.74100       256.57200       248.64700       268.03800       268.64700       268.09700      
2048       55.09600        54.48600        56.38000        55.33000        56.01000        55.39300        54.85000        227.71500       225.19500       233.02000       228.68000       231.49300       228.94300       226.69900      
4096       45.39900        41.04600        44.62700        45.45500        13.71900        41.55200        41.31100        187.63700       169.64700       184.44700       187.86900       36.89200        171.73700       170.73800      
8192       20.40700        16.70400        21.60900        22.13600        16.85600        16.69600        16.58500        84.34300        69.03800        89.31000        91.48700        69.66600        69.00700        68.54500       
16384      1.90800         2.37600         2.86800         2.73400         1.77900         1.81100         1.85800         7.88600         9.82000         11.85500        11.30100        7.35400         7.48500         7.67900        
32768      0.00700         0.47200         0.01100         0.01100         0.00700         0.00700         0.00800         0.03000         1.95000         0.04500         0.04400         0.03000         0.03000         0.03100        
65536      0.00200         0.00200         0.00200         0.00200         0.00200         0.00200         0.00200         0.00700         0.00700         0.00800         0.00700         0.00700         0.00700         0.00700        
