size       miss_ratio_lru  miss_ratio_lip  miss_ratio_rnd  miss_ratio_fif  miss_ratio_b16  miss_ratio32    miss_ratio64    cpi_lru         cpi_lip         cpi_rnd         cpi_fifo        cpi_b16         cpi_b32         cp_bi64        
256        16.30500        19.30000        16.82700        17.72300        18.67500        18.93000        19.14900        68.79400        81.43000        70.99300        74.77700        78.79200        79.86600        80.79300       
512        5.57900         6.00300         6.63700         6.59900         5.83700         5.88200         5.90300         23.53700        25.32900        28.00300        27.84300        24.62600        24.81600        24.90500       
1024       1.46700         1.50100         1.82600         1.78600         1.35800         1.36600         1.36600         6.19100         6.33200         7.70300         7.53400         5.73100         5.76300         5.76400        
2048       0.73400         0.89900         0.87300         0.82600         0.74100         0.75200         0.76700         3.09600         3.79100         3.68100         3.48700         3.12500         3.17400         3.23500        
4096       0.66100         0.81700         0.70700         0.69100         0.66300         0.66400         0.66400         2.79000         3.44800         2.98200         2.91400         2.79800         2.80000         2.80200        
8192       0.60300         0.73500         0.62800         0.60200         0.61500         0.61500         0.63200         2.54300         3.10100         2.65100         2.53900         2.59700         2.59600         2.66600        
16384      0.50600         0.64400         0.54000         0.51900         0.52000         0.52200         0.52400         2.13400         2.71800         2.27700         2.18800         2.19300         2.20300         2.21200        
32768      0.39700         0.40200         0.44600         0.39600         0.40200         0.40200         0.40200         1.67600         1.69800         1.88100         1.67000         1.69400         1.69600         1.69700        
65536      0.27100         0.29800         0.35500         0.27300         0.29600         0.29800         0.29800         1.14100         1.25900         1.49800         1.15000         1.24900         1.25600         1.25700        
