size       miss_ratio_lru  miss_ratio_lip  miss_ratio_rnd  miss_ratio_fif  miss_ratio_b16  miss_ratio32    miss_ratio64    cpi_lru         cpi_lip         cpi_rnd         cpi_fifo        cpi_b16         cpi_b32         cp_bi64        
256        7.67600         9.95200         9.56500         9.36800         8.97300         9.19700         9.46900         9.23600         11.97400        11.50800        11.27200        10.79600        11.06600        11.39200       
512        4.60300         5.66600         5.79700         5.43100         5.16300         5.26800         5.38000         5.53800         6.81700         6.97400         6.53400         6.21200         6.33800         6.47200        
1024       2.84800         3.20600         3.53300         3.26900         3.15400         3.19100         3.21900         3.42600         3.85800         4.25000         3.93300         3.79500         3.83900         3.87300        
2048       1.96300         2.22000         2.35400         2.04800         2.15100         2.16900         2.18000         2.36100         2.67100         2.83300         2.46400         2.58800         2.60900         2.62300        
4096       1.08300         1.00600         1.15900         1.20700         1.00400         0.99500         0.99300         1.30300         1.21000         1.39500         1.45300         1.20800         1.19700         1.19500        
8192       0.32600         0.30400         0.39600         0.41800         0.30000         0.30000         0.30100         0.39300         0.36600         0.47700         0.50300         0.36100         0.36100         0.36200        
16384      0.11000         0.11700         0.16100         0.13000         0.11600         0.11600         0.11700         0.13200         0.14000         0.19300         0.15600         0.14000         0.14000         0.14000        
32768      0.09500         0.09900         0.11500         0.09600         0.09900         0.09900         0.09900         0.11500         0.11900         0.13800         0.11500         0.11900         0.11900         0.11900        
65536      0.09500         0.09700         0.10200         0.09500         0.09700         0.09700         0.09700         0.11400         0.11700         0.12300         0.11400         0.11700         0.11700         0.11700        
