size       miss_ratio_lru  miss_ratio_lip  miss_ratio_rnd  miss_ratio_fif  miss_ratio_b16  miss_ratio32    miss_ratio64    cpi_lru         cpi_lip         cpi_rnd         cpi_fifo        cpi_b16         cpi_b32         cp_bi64        
256        9.73600         10.20900        16.88700        16.92100        10.10200        10.14600        10.18700        44.25700        46.41000        76.76400        76.91900        45.92100        46.12200        46.31000       
512        8.51900         8.95400         10.87100        10.76900        8.83800         8.88700         8.92900         38.72600        40.70200        49.41800        48.95200        40.17600        40.40000        40.59200       
1024       6.13400         6.58000         7.04500         6.86900         6.48500         6.52800         6.56100         27.88600        29.91100        32.02600        31.22400        29.47900        29.67500        29.82600       
2048       1.58300         1.84600         2.17500         2.09700         1.81500         1.83000         1.84000         7.19700         8.39300         9.88500         9.53100         8.25100         8.31700         8.36300        
4096       0.34300         0.33900         0.50900         0.58700         0.33900         0.33900         0.33900         1.55800         1.54200         2.31300         2.66800         1.54200         1.54200         1.54200        
8192       0.02200         0.01300         0.02000         0.02700         0.01300         0.01300         0.01300         0.10100         0.05700         0.09000         0.12300         0.06100         0.05900         0.05700        
16384      0.00000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00100         0.00100         0.00100         0.00100         0.00100         0.00100         0.00100        
32768      0.00000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00100         0.00100         0.00100         0.00100         0.00100         0.00100         0.00100        
65536      0.00000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00000         0.00100         0.00100         0.00100         0.00100         0.00100         0.00100         0.00100        
