size       miss_ratio_lru  miss_ratio_lip  miss_ratio_rnd  miss_ratio_fif  miss_ratio_b16  miss_ratio32    miss_ratio64    cpi_lru         cpi_lip         cpi_rnd         cpi_fifo        cpi_b16         cpi_b32         cp_bi64        
256        18.97700        24.61400        21.31100        20.88300        23.28200        23.86300        24.32400        78.33500        101.60400       87.96900        86.20100        96.10600        98.50100        100.40700      
512        9.62300         11.22700        10.68000        10.86000        10.81900        10.99000        11.13700        39.72300        46.34300        44.08600        44.82900        44.65900        45.36600        45.97200       
1024       4.11000         3.99200         4.18600         4.48600         3.97400         3.98000         3.98400         16.96700        16.47800        17.28000        18.51800        16.40200        16.42800        16.44700       
2048       0.87300         0.90100         1.02500         0.96100         0.87100         0.88300         0.89100         3.60500         3.72000         4.23200         3.96700         3.59700         3.64300         3.67900        
4096       0.48200         0.54900         0.56800         0.54400         0.52900         0.53600         0.54100         1.99000         2.26600         2.34300         2.24600         2.18600         2.21100         2.23200        
8192       0.33900         0.35400         0.40000         0.37500         0.34700         0.34800         0.34900         1.39800         1.46000         1.65000         1.54900         1.43200         1.43700         1.44200        
16384      0.29400         0.30200         0.33000         0.30500         0.29700         0.29800         0.29800         1.21600         1.24700         1.36300         1.25900         1.22700         1.22800         1.23000        
32768      0.29400         0.29900         0.30600         0.29600         0.29500         0.29500         0.29600         1.21200         1.23600         1.26200         1.22400         1.21700         1.21800         1.22200        
65536      0.29300         0.29400         0.29700         0.29500         0.29400         0.29400         0.29400         1.21100         1.21400         1.22800         1.21700         1.21400         1.21400         1.21400        
