size       miss_ratio_lru  miss_ratio_lip  miss_ratio_rnd  miss_ratio_fif  miss_ratio_b16  miss_ratio32    miss_ratio64    cpi_lru         cpi_lip         cpi_rnd         cpi_fifo        cpi_b16         cpi_b32         cp_bi64        
256        33.19900        35.33900        35.75100        33.69700        36.08000        36.27900        36.41700        120.45100       128.21500       129.70900       122.25600       130.90500       131.62600       132.12700      
512        24.40900        26.82500        26.69300        25.62500        26.54100        26.61700        26.65000        88.56100        97.32400        96.84800        92.97000        96.29600        96.56900        96.69000       
1024       17.56000        18.21200        19.94300        18.83200        17.84600        17.80500        17.77200        63.70900        66.07400        72.35500        68.32400        64.74600        64.59800        64.47800       
2048       10.19300        9.16100         10.89000        12.01100        9.47800         9.45100         9.43400         36.98200        33.23600        39.51000        43.57700        34.38800        34.28800        34.22800       
4096       2.82800         3.18100         3.06100         3.70800         2.38400         2.39700         2.42000         10.26200        11.54000        11.10600        13.45300        8.65100         8.69600         8.78000        
8192       1.52900         1.68800         1.69400         1.99600         1.34000         1.34800         1.36100         5.54600         6.12600         6.14600         7.24000         4.86300         4.89100         4.93800        
16384      0.31600         0.45400         0.41500         0.41600         0.31200         0.31300         0.31500         1.14500         1.64800         1.50400         1.50900         1.13200         1.13600         1.14400        
32768      0.14500         0.14400         0.18900         0.18500         0.14300         0.14300         0.14300         0.52700         0.52100         0.68600         0.67100         0.52000         0.52000         0.51900        
65536      0.03600         0.03600         0.05300         0.04500         0.03600         0.03600         0.03600         0.13000         0.13000         0.19200         0.16300         0.12900         0.12900         0.12900        
