size       miss_ratio_lru  miss_ratio_lip  miss_ratio_rnd  miss_ratio_fif  miss_ratio_b16  miss_ratio32    miss_ratio64    cpi_lru         cpi_lip         cpi_rnd         cpi_fifo        cpi_b16         cpi_b32         cp_bi64        
256        35.10000        47.02400        36.29000        37.60700        38.90500        41.05100        44.04400        153.83000       206.08600       159.04400       164.81400       170.50500       179.90700       193.02400      
512        17.87500        30.44900        21.31800        20.17100        21.45700        22.87600        25.17000        78.34100        133.44400       93.42600        88.40000        94.03700        100.25500       110.30900      
1024       9.31900         9.63500         11.02300        10.46000        9.56000         9.57400         9.61000         40.84100        42.22600        48.30800        45.84200        41.89700        41.96000        42.11700       
2048       5.67300         5.71300         6.09500         6.46800         5.67200         5.69100         5.70400         24.86100        25.03700        26.71100        28.34800        24.85800        24.94000        25.00000       
4096       4.01400         4.28000         4.29400         4.17800         4.18200         4.22000         4.25900         17.59200        18.75600        18.81900        18.31000        18.32900        18.49500        18.66400       
8192       3.53900         3.86200         3.68700         3.59500         3.56400         3.56600         3.57900         15.50800        16.92500        16.15600        15.75500        15.61900        15.62900        15.68300       
16384      3.18700         3.19700         3.24700         3.18700         3.19700         3.19700         3.19700         13.96600        14.01300        14.22900        13.96500        14.00900        14.01200        14.01200       
32768      2.83900         2.84400         2.87200         2.81800         2.84400         2.84400         2.84400         12.44200        12.46300        12.58800        12.34900        12.46200        12.46300        12.46300       
65536      2.50200         2.50400         2.52000         2.45800         2.50400         2.50400         2.50400         10.96600        10.97500        11.04600        10.77200        10.97400        10.97400        10.97400       
